Zipcode	SCORE	GRADE
10025	34	
10013	19	
11211	4	A
11215	13	A
10467	22	
10467	38	
10022	11	A
10463	35	
10128	10	A
10013	13	A
11103	9	A
11249	45	
10022	32	
11368	20	
10016	20	
10017	28	
10017		
11357	11	A
11201	9	A
10468	12	A
10017	24	
10021	11	A
11205	10	A
10011	9	A
11224	4	A
11372	22	
11206	4	A
11222	12	
10451		
10022	5	
	17	
11375	20	
11212	30	
11218	18	
11104	24	
11208	10	
10009	37	
11367	10	A
10010	9	A
11207	20	
10013	11	A
10305	11	A
10003	12	A
10019	11	A
11435	11	A
10465	11	A
10018	17	
11216	29	
11214		
10011	10	A
10314	33	
10002	18	
10469	10	A
11105	22	
11370	26	
11208	15	
11417	20	
10458	29	
10475		
10025	19	B
11101	40	
11368	38	
11418	27	
10010	32	
11355	50	
11368	23	B
11214	69	
10019	7	A
11355	28	
10029	17	B
11206	53	Not Yet Graded
11223	37	
10001	27	
11217	9	A
11207		
10019	44	
11226	41	
11217	13	A
10453	12	A
11212	37	
11206		
10018	54	
11385	18	B
10011	29	
11372	28	C
10461	9	A
10454	11	A
11354	13	A
11358	72	
10003	7	A
10027	37	
10028	36	
10009	8	
11411	6	A
10075	13	A
11373	12	A
11354	46	
10002	25	
10024	11	A
10016	20	
11354	7	
10121	4	A
10012	27	B
11212	55	
10001	18	
11214	9	A
11361	13	A
10036	13	A
11368	33	
10019	10	A
11220	24	
10027	49	
10013	22	
10121	9	A
10002	26	
11238	40	C
10304	22	
10019	10	A
10065	9	A
10037	46	C
11368	14	B
11355	13	A
10309	14	B
10003	19	
11356	11	A
11354	9	A
11225	12	A
11208	24	
11205	17	
10308	12	A
10065	9	A
11205	28	
11420	5	
11430	11	A
11217	59	
11373	12	A
10001	11	A
10022	26	Z
10461	0	A
10121	2	A
10022	12	A
11234		
11226	23	
11372	43	
10009	20	
11416	9	A
11215	10	A
11434		
10034	9	A
11220	25	
10003	9	A
11216	18	
10019	9	P
11234	42	C
10031	11	A
10013	25	
11102		
10031	35	
11103	9	
11354	13	
11209	10	A
10022	13	A
10314	19	
11209	12	A
11211	10	A
11354	22	
11215		
11217	20	
10001	33	
11249	7	A
11354	9	A
11412	13	A
11101	24	B
11101	44	Z
10009	17	B
10019	30	Not Yet Graded
11354	25	
10471	10	A
10271	7	A
11201	9	A
10017	19	
11230		
10452	11	
11226	9	A
10309	11	A
11201	7	A
	25	
10463	11	A
11421	9	A
10013	26	
11237		
10001	17	
10009	17	B
10010	7	A
11217	11	
11385	9	A
10018	12	A
11209	12	A
11432	12	A
10040	59	Not Yet Graded
10467	22	
11385	14	B
11212	33	Not Yet Graded
11214	25	
11358	12	A
11426	6	A
11372	29	
11238	9	A
11355	7	A
10014	7	A
11101	11	A
11225	23	
11218	22	B
11355	33	
10075	31	
11418	7	A
10036	4	A
11221	7	A
10027	24	
11354	21	
10451	23	
11422	33	
10065	36	
10128	13	A
10038	9	A
10039	19	B
10029	25	
10065		
10022	20	
10032	11	A
10463	27	
10007	7	A
10032	26	Z
11232	14	B
10017	9	
11232	8	A
11205	28	
10033	15	
10009	40	C
11208	10	A
11207	9	A
10036	24	B
10310	18	
10452	28	
11207	10	A
10003	13	A
10018	11	A
10033	13	A
10016	24	B
11201	10	A
10014	20	
11368	15	
10018	16	
10461	8	A
10310	9	A
11385	43	
10452	7	A
11201	11	
10003	13	A
11218	62	
11412	12	A
11358		
11385	11	A
11373	7	A
11101	2	A
10002	3	A
11212	19	B
10451	13	
11201	62	
10461	18	B
10016	21	
11210	27	
	77	
10001	12	A
11367	21	
10312	13	A
11434	10	A
10003	19	
11220	20	B
10462	11	A
10013	2	A
10001	33	
10016	21	
10002	2	A
11354	19	
11415	23	
11691	21	
11428	24	
11237	13	
10027		
10035	12	A
11209	8	A
10172	7	A
10025	7	
11105	10	A
10470	18	
10461	11	
10308	11	A
11225	36	
11209	12	A
10018	9	A
10465	18	B
10312	17	
10302	11	
11249	29	
10022	12	A
10011	38	
10016	19	
10461	9	A
11201	12	A
10002	9	A
10002	70	
11372	14	
11239	12	A
11217	10	
10018	38	
10019	5	A
11420	11	A
11201	11	A
11226	19	
11204	5	A
11217	10	A
11369	13	A
10023	27	
10001	15	
11377	11	A
10306	9	A
11232		
10017	22	B
11218	23	B
11435	12	A
10301	12	A
10009	23	
10025	31	
11378	25	
10009	2	A
10128	13	
11374		
10128	11	A
10004	9	A
11105	10	
11355	13	A
11375	7	A
10001	31	
10019	7	A
10022	31	C
10006	32	
10457		
10472	10	A
11209	12	A
	18	
11432	11	A
11104	23	B
10452	23	
10025	20	
10301	54	
10010	21	
10036	12	A
11358	13	A
11234	51	
11217	13	A
10036	23	
10463	24	
10017		
10027		
11435	13	A
11206	7	A
10029	37	Z
11435	25	
11221	27	
11208	16	
10466	5	A
10034		
10013	18	B
11103	40	
10016	13	A
10024	12	A
10301	17	
11354	9	A
11364	22	
10001	2	A
10017	38	
10016	8	A
10019	20	
10002	43	
11211	10	A
10474	21	
11211		
10019	11	A
10128	11	A
10019		
10036	66	
11207	21	B
10016	12	
10036	7	A
11220	36	
11209	9	A
10302	21	
10010		
10019	18	
10003	23	
11220	24	
10036		
10017	27	
11215	13	A
11234	36	
10458	4	A
11216	5	A
11355	8	A
10026	4	A
10458	6	A
10451	9	A
10022	13	A
11226	55	
10038	10	A
10002	32	
11103	14	
10463	39	
10471	4	A
11372	18	
11211	8	A
11369	9	A
11206	4	A
10009	23	
11354	22	
11101	65	
10009	13	A
11207	8	A
10018	13	A
11354	37	C
11209	11	A
10003	7	A
11372	24	
10031	23	
11222		
11206	24	
11378	13	
10003	32	
11210	21	
11211	9	A
10028	31	
11368	23	
11355	101	
11238	20	
11209	23	
11207	28	
10010	9	A
11201	31	
10002	7	A
10036	13	A
11235	12	A
10301	12	A
11237	18	B
10301	22	
10467	21	B
10461	27	B
10036	21	
10031	15	
10451	18	B
11357	13	
11238	11	A
10036	13	A
10121		
11435	13	A
11231		
11201		
11368	24	
11222	12	A
10304	12	A
11211	7	A
11206	10	A
11217	11	A
10009	21	B
11222	40	
11206	12	A
11104	9	A
11237	9	A
10001	23	
10019	10	A
11224	13	A
11101	12	A
11238	22	
11208	22	
11101	34	
10022	36	
10470	19	
11432	10	A
11355	29	
10019	13	A
10463	8	A
10002	8	A
11418	23	
11211	41	
10026	43	
10002	17	
10037	8	A
11235	18	B
11101	9	A
11372	7	A
10036	13	A
11204	19	
10018	21	Z
	25	B
10018	13	A
10017	83	
10025	12	
11418	10	A
11415	18	
11375	53	C
10001	38	
10003		
10025	2	C
10026	8	
10019	15	
10458	35	
10019	7	A
11693		
11203	15	
10309	24	
10017	13	A
10003	16	B
11238	20	B
10022	10	A
11377	32	
10036	39	Z
10002	38	
10012	7	A
11212	19	
10036	10	
10467	20	
10003	10	A
11430	11	A
10451	10	
11212	4	A
11412	20	B
11217	26	
10033	21	
10009	11	
10453	29	
10065	10	A
11212	5	A
10002	12	A
11364	30	
10003	19	
11212	22	
11223	13	A
10014	26	B
10003	21	
11213	73	
10003	33	
10022	28	
11358	8	A
10021	19	
10473	11	A
11435	39	
11201	9	A
10032	24	B
11373	9	A
10475	26	
11237	12	A
11354	33	
11101		
11413	51	
10467	28	
10012	45	
10002	24	
10010	12	A
11212	11	A
11358	11	A
10021	11	
10451	13	
10475	10	A
11220	42	
10461	23	
10128	12	
11385	21	
11216	17	
11693	20	
10017	11	
11235	5	A
10467	32	
10017	14	
11209	13	A
11235	11	A
11430	12	A
10028	12	A
11230	69	
10025	4	A
11420	21	
11694	11	A
10003	20	
10001	32	C
10462	9	A
11355	40	
10033	9	A
11218	40	
11217	33	
11220	30	C
10013	15	
11358	8	A
11366	9	A
10002	13	A
10032	11	A
10001	12	A
10004	45	
10036	17	
10011	9	A
10462	10	A
11211	13	A
11104	7	A
11211	10	A
10033	43	
11432	9	
10027	10	
10032	13	A
11220	17	
11419	10	A
11219	10	A
10019	3	A
10002	11	A
10467	11	A
11220	2	
11209	11	A
10022		
10310	26	
10469	15	
10003	11	A
10466	12	A
10012	3	A
10014	18	
11368	32	
11231	28	
11232	25	
11215	13	A
10075	17	
10009	34	
11205	8	
11209	38	
10032	45	
10012	20	
11237	26	
11223	11	A
11211	11	A
11234	12	A
10314	32	
11232	7	A
11210	18	B
11235	10	A
10455	13	
11432	10	A
11223		
10027	36	
10012	9	A
11230	12	A
10024	7	C
11355	9	A
11429	21	
10017	24	
11354	12	A
11221	25	
10005	12	A
10301	4	A
10458	11	A
11210	9	A
10003	24	
11205	10	A
10001	12	A
10016	30	C
11434	10	A
10302	10	A
10458	39	
10472	18	
10003	12	A
10466	55	
11370	9	
10065	15	
11426	12	
10301		
11222	17	
11217	12	
11211	10	A
10003	12	A
10314	10	
11385	10	
10023	41	
11216	21	
11355	29	
10470	16	B
10036	30	
11103		
11418	22	
10307	12	
10034	30	
10012	19	
10001	13	A
11220	17	
	28	
11215		
10301	50	
10282	7	
11233	3	P
11235	48	
10176	11	A
11215	21	
10308	10	A
11417	26	Z
11101	25	
10019	12	A
11201	20	B
10023	23	
11427	7	
10019	14	
10128	20	B
10028	10	A
10019	5	A
10021		
11377	13	A
10306	11	A
10025	37	
10038	15	
10009	15	
11101	12	
10016	30	C
10469	41	C
10028	5	A
11211	10	A
10312	21	B
10003	93	
11231	21	
10003	10	A
10004	24	
10040	19	B
11203	10	A
10460	11	A
10003	9	A
11368	15	
10036	25	B
11220	12	
10472	9	
11201	3	A
10003	10	A
10314	18	
11436	9	A
10019	36	Z
10455	30	
10463	4	P
10036	9	
10022	21	
10011	8	A
10018	24	
10475	45	
11373	13	A
10301	34	
10019	22	
10012	23	
10033	11	A
10025	12	A
10023	11	A
11354	11	
10128	14	
10461	12	A
11432	35	
10112	18	B
11225	9	A
11419	10	A
	12	A
10038	12	A
10003	25	
11368	18	
11414	31	
11220	19	
10024	10	A
11238	43	
10128	71	
10023	12	A
10036	10	A
10040	38	
10039	10	A
10458	12	A
10033	10	
11209	20	
11215	37	
11214	16	
11368	16	
10018	35	
10012	21	
10010	23	
10308	17	
11237	8	A
11211	37	
11216	6	A
11207	24	B
10012	12	A
11373	24	
11211	7	A
10016	13	
10017	13	A
10452	30	
10018	27	
10458	7	A
11201	7	A
11692	27	
10456	23	
11101	21	
10022	25	
10013	5	A
10009		
10453	45	
10128	20	
11226	12	A
10003	53	C
11101	19	
10036	7	A
10036	13	A
11106	9	A
10035	11	A
10012	24	
11249	27	
11421	7	A
11215	9	A
11235	13	A
11208	39	
11101	7	A
11226	12	A
11209	12	A
11234	23	
11214	29	
11237	55	
10024	12	A
11428		
10039	25	
11232	24	
10010	0	
10036	26	B
10306	56	
10010	9	A
10034	27	B
10306	12	A
10028		
10001	29	
10011	13	A
10002	21	
10011	13	A
10021	12	A
10011		
10031	17	
11220	9	A
11220	7	A
10013	22	
10018	12	A
11375	17	B
10466	18	
10461	9	A
11385	12	A
10016	7	A
10016	19	
11215	9	A
10014	26	
10010	24	
10001	9	A
11222	5	P
10012	11	A
10019	12	
11103	7	A
10016	22	B
10128	25	
11101	7	A
10013	86	
11211	19	
10030	3	A
11201	18	
	2	A
10017	8	A
11235	24	
11691	12	A
11204		
10467	19	
11215	9	A
11372	32	
11355	37	
10019	32	
11215	32	
11216	26	
11203	37	
10310	20	
10036	9	A
10017	26	
11220	56	
10014	44	
11206	12	A
11694	12	A
10065	13	A
11201	12	A
11237	46	
11234	22	
10455	16	B
11355	13	A
10018	7	A
11249	7	A
10002	11	A
11206	27	
10011	20	
10022	13	
11234	12	A
10310	13	
11354	26	
10003	37	
10065	21	B
10003	11	A
10028	19	
11412	12	A
11101	2	P
10024	55	C
10012	43	
10036	25	
11354	25	
11220	13	P
11237		
10018	26	
10036	10	
11377	29	
10301	26	
11205	26	Z
10019	5	A
10001	49	Z
10022	27	
11213	17	B
10009	26	
10001	18	
10036	10	A
10002	42	
11355	17	
10314	10	A
11201	10	
10033	32	
10002	12	A
10024	27	
10003	18	
10016	10	A
11221		
11237	31	
11201		
11367	8	A
10012	8	
11362	30	
11226		
11205	12	A
10034	12	A
10003	21	
10003	13	A
10036	23	
10453	9	A
10036		
10036		
10457	29	
10075	10	A
11236	13	A
10128	12	A
10312	19	
11214	3	A
11435	7	
10013	18	B
11214	2	
11223	22	B
10005	13	A
11355	11	A
10006	32	
10023	13	P
11432	16	
11207	13	A
11237	12	
11377	18	B
11215	12	A
10007	6	A
11220	60	
10280	7	A
10463	0	P
10314	58	
10003	13	A
11215	21	
10461	16	
11369	38	
11372	24	
11378		
11232	11	A
11105	32	Z
10025		
10016	43	
10467	45	C
11220	7	A
10121	10	A
11694	39	
11361	25	
10021	22	
10463	9	A
11213	20	
10007	54	
11368	13	A
11208	13	A
10463	8	A
10018	9	A
10007		
11412	15	
10021	9	A
10025	28	
11205	27	
11362	10	A
10302	12	A
11368		
11215	20	
11105	13	A
10002		
10022	36	
10019	11	A
11435	12	A
10467	41	
10452		
10310	43	
11217	11	C
11226	25	
10453	12	A
10002	11	A
11213	9	A
10468	38	
10022	22	
10036	13	
10020	9	A
11379	19	
11201	40	
10469	12	A
10314	22	
10003	71	
11101	18	
10010	25	
10310		
11375	21	
10011	20	
10016		
10128	11	
10014	9	A
10009		
11218	22	
10035	31	
10027	11	
11225	13	A
11412	23	
10019	27	
10075	24	
10021	10	
10011	23	B
11101	12	A
10003	14	
11201	20	
10460	7	A
10029	18	
10012	25	
10314	8	A
	51	
10022	13	
10003	22	
11211	7	A
10003	12	A
10012	6	A
10017	10	A
11217	12	A
11204	24	
10027	14	P
11375	21	
10016	23	
10028	12	A
10036	20	B
10023	12	A
11229	16	B
10001	22	
11413	0	
10033	24	
11358	9	A
11214	12	A
10011	10	
11354	49	
10467	16	
11232	12	A
11206	25	B
11228	17	
10028	15	
10029	50	
10002	19	
	9	A
11201		
11212	47	
10463	7	
10013	11	A
11218	20	
10014		
11379	0	A
10013	12	A
10011	13	A
10003	20	
11211		
11216		
11373	24	
11219	21	
10457	9	A
11231	16	
10022	35	
11201	12	A
11429	39	
11220	9	A
10022	9	A
11373	10	
10468	33	C
10306	24	
	23	
11230	12	A
11374	10	A
11220	48	C
10036	19	
10461	5	A
10011	27	
10003	23	
10036	13	A
11432	7	A
11216	28	
10021	11	
10011		
10474	45	
10030	9	A
11217	13	A
10019	7	A
10022	48	
10028	24	
10029	26	
10009	22	B
10121	10	A
10304	10	A
10452	19	
11220	19	
10025	11	A
11226	38	
10002		
11226	17	
11201	29	
11430	20	
10032	17	
10019	35	
11233	20	
10013	13	A
11368	24	
11205	13	A
11226	13	A
10457	2	A
10461	5	A
10469	12	A
10006	40	
10012	36	
11385	16	
11432	19	
11207	12	A
10280	7	A
11222	12	A
10019	9	A
10017	12	A
11223	21	
11694	11	A
10022	30	
11361	9	A
11106	12	A
11434	40	
11201	2	
10314	12	A
10002	26	
10312	40	
11373	28	C
10005	19	
11366	10	A
11354	5	A
10301	9	A
11212	15	
11249	25	
11105	7	A
10451	20	
10468	18	
10027	48	Z
10007	7	A
11234	10	A
10453	33	
10004	17	
11204	29	
10455	13	
11372	11	A
	29	
11101	10	A
10016	34	
10466	48	Z
10038	7	A
10016	10	A
10003	19	Not Yet Graded
11219	12	A
11372	16	
11215	7	A
11375	12	A
11368	21	B
10022	39	
10128		
10002	14	
11362	12	
10009	18	
10010	12	A
11230		
11103	38	C
10013	15	
10012	13	A
11201	82	
11357	22	
10458	11	A
11372	9	A
10128	51	
10036	11	A
11236	19	B
10003	10	A
10016		
11210	38	
10022	12	A
10461	12	A
10034	13	A
11214	105	
10025	25	
10012	12	A
10033	7	A
11226	11	A
10011	9	A
11214	22	
11217	8	
10018		
11354	52	
11224	11	A
11216	4	
11417	16	
10003	11	A
11378	6	
11218	18	B
11211	12	A
10011	20	B
11234	9	A
11375	18	
11205	33	
11226	41	
10017	19	B
11372	11	
10019	18	B
11220	27	
11229	7	A
10301	12	A
10014	21	
11221	41	
10014	15	
10019	9	A
11211	13	A
11238	7	A
11217	25	B
11103	7	A
11209		
11221	13	
10022	11	A
11214	34	
10467	16	
10012	56	
11102	11	A
10019	16	
10011	11	
11436	26	
10031		
10458	23	
10016	19	
11212	12	
10467	9	A
10014	59	Z
10065	9	A
10009	27	B
10003	12	A
11105	21	
10019	45	
10018	13	A
10455	37	
11210	9	A
10467	11	A
11103	4	A
11102	20	
10003	24	
11217	13	A
10469	10	A
10019	24	
11355	12	
10314	21	
10022	12	A
10004	12	A
10010	12	A
10038	5	A
10014	19	
11249	23	
10017	78	
11211	6	A
10025	25	
11105	2	A
11418	16	
11231	59	
10012	41	
10458	18	B
10001	28	
10011	11	A
10024	12	A
10029	13	A
10031	24	
11206		
10001	13	A
10014	11	A
10007	9	
10010	28	
10452	34	
11208	13	A
10036	24	
11103	7	A
11220	20	
10002	19	
10003	20	
10019	5	
11416	16	
11213	13	A
10019	10	A
	9	A
10012	27	
11220	10	A
11693	12	A
10458	9	A
10033	29	
11237	6	A
10007	10	A
	5	A
11106	7	A
11432	26	
10016	13	A
11232	22	
11208	2	A
10003		
10013	58	
11237	31	
10012	7	
11417	9	
11218	19	
10028	13	A
11221	24	
10013	14	B
10455	66	
10121	10	A
11215	7	P
10001	10	
10033	11	
10032	21	
10306	21	
10012	8	A
10016	24	
10009	16	
11355	46	
11237	41	C
10025	12	
10037	11	
10463	42	
10305	5	A
11220	24	
10016	17	
10314	31	
10036	25	
11212	29	
10001	8	A
11101	51	
11215	21	B
11228	22	
10001	13	A
10312	34	C
11419	47	
11368	15	
11375	23	
11205	19	B
10017	27	B
11249	9	A
11209	3	A
11385	18	B
10034	10	A
10469	10	A
10452	20	
11422	10	
10461	5	A
10454	9	A
11421	12	A
10468	27	
11219	33	
11385	52	
10301	17	
11355	12	A
11203		
11226	19	
10468	21	
10026	10	A
10305	28	
11206	13	A
10012	13	A
10016	15	
	13	A
10036	22	
11432	7	A
11004	10	A
11205	27	
10023	17	
11220	10	
10025	13	A
11354	19	
10002	19	B
10025	21	
10002	52	
11106	16	
11354	29	
10033	10	A
11354	2	A
11237	134	
10022		
11220	32	C
11205	29	
10472	21	
11239	16	
11208		
10019	44	Z
10029	43	
10033	13	A
11214	9	A
11223	6	A
10305	6	A
11201	11	A
10014	10	A
11220	5	A
10017	31	
11106	9	
10010	28	
11377	43	Z
10003	7	A
10005	20	
11357	4	A
10018	22	
11104	27	
10010	20	
10038	17	
10128	13	
11355	46	
10465	24	
10033	14	
10014	57	
11434	22	B
10036	11	
10118	10	A
10001	7	A
10017	18	B
10013	13	A
11355	30	C
10309	2	A
10003	21	
10314	9	A
	2	A
10033	26	
10012	10	A
11415	13	A
10014	13	A
11215	18	
11418	28	
10001	8	A
11230	20	
10471	13	A
11230	69	
11219	11	
11367	11	A
10461	4	P
10016	10	A
11234	12	A
10456	11	
11375	11	A
11208	23	
11211	19	
11375	5	
11372	10	A
10017	40	C
11216		
10019	4	A
11215	22	
10012	11	A
11435	26	
11109	7	
10010	23	
10075	34	
11205	13	A
10036	14	B
10038	13	A
11379	8	A
11214	21	
11369	6	A
11103	25	
11223	19	
10019	11	A
11372	11	A
10459	12	A
10002	13	A
11234	12	A
11368	23	
11249	11	A
10006	12	A
11235	9	A
10003	40	
11368	50	
11229	49	
10455	21	
11422	24	
11214	24	
11361	13	A
10021	13	A
11207	16	
10465	21	
	23	
11694	9	A
10013	28	
10003	32	C
10002	55	
11103	12	A
11235	16	
10011	2	A
11212	20	B
11205		
10002	22	
11220	11	A
10022	10	A
10019		
10128	7	A
11249	19	
10121	22	
11237		
10307		
10310	25	
10301	23	
10019	12	A
11372	9	A
10036	17	
10022	13	A
10003	13	A
10009	6	A
11040	13	
11231	13	A
10305	16	
10013	21	
10075	9	A
10314	8	A
10013	23	Z
11214	9	A
11419	42	
10031	74	
10011	12	A
11233		
10039	11	A
10028	8	A
11237	16	
11377	10	A
10021	43	
10010	22	
10302	69	Z
11103	29	C
10475	21	B
11233	10	
11432	13	A
10018	23	
11229	29	
11226	18	
10003	53	C
10013	12	A
10454	33	C
11105	16	
10458	13	A
10461	3	A
11105	45	
11231	13	A
11204	5	A
10034	9	A
10013	17	
10028		
11218	28	C
10017	5	
10461	10	A
10016	9	A
11354	11	A
11211	8	A
11385	17	
10017	20	
11235	29	
11217	22	
11379	12	A
10014	5	
11418	23	B
11372	12	A
10024	28	
11385	47	
10452	0	
11373	48	
10463	9	A
10019	11	
10282		
10310	13	A
10011	11	A
10304	31	
11103	9	A
11223	12	A
11218	24	
10017	10	A
11201		
10028	38	
10018	52	
11204	9	A
11375		
11372	21	
11220	2	A
10012	30	
10469	7	A
10010	46	
10022	13	A
10012	9	A
10453	9	A
10010	28	
10463	15	
10011	2	A
11354	26	
10006	21	B
10034	12	
10461	15	
11208	11	A
11201	15	
11372	25	
11237	26	
10461	11	A
11214	5	
10019	22	
10027	12	A
11105		
10012	12	A
11358	30	
10458	46	
10036	11	A
10111	13	A
10016	10	A
10458	43	
10013	10	A
11235	22	
10016	2	
10467	10	A
10021	20	
10461	12	A
10310	31	
10036	12	A
11208	12	A
11428	7	A
11215	24	B
10458	4	A
10036	35	
10451	10	A
11214		
10036	21	
11231	11	A
10033	10	
10314	38	
10472	11	
11103	28	
10011	13	A
10128	24	B
10011	12	A
11233	12	A
10065	45	
10001	12	
11357	14	
11232	13	A
11372	5	A
10023	4	A
11417	76	
10002	10	A
10001	8	A
11433	12	
10463	7	A
10462	11	A
11234	35	
10128	25	B
10003	11	A
11374	2	Z
11201	25	B
10025	49	
11354	17	
10029	22	B
	5	A
10028	9	A
10002	9	A
10467		
10013	24	
10457	9	A
10040	13	A
11201	27	
10022	31	
11215	24	B
10027	26	B
10456		
11216	10	A
10016	22	
10451	13	A
10128		
11385	16	B
10016	18	
11385	11	
10023	13	A
11368	4	A
11220	11	A
10458	19	B
11354	40	
11214	22	
10003	26	
11372	11	A
10002	44	
	24	
11220	19	
10451	31	C
10075	33	
10306	34	C
10012	27	
10021	9	A
11221	5	P
11104	29	
11103	10	A
11206	10	A
11355	4	A
10003	14	
11249	13	A
11211	11	A
10452	47	
10016	9	A
11377	11	
10034	21	
11201	13	
10017	19	B
11430	34	
10029		
11103	45	
11422	10	
11222	13	A
10023	49	
10033	38	
10011	31	
10036	10	A
11435	30	
10302	35	
10002	24	
11237	36	
11212	64	
11201	10	A
11373	13	
11693	9	
11201	19	
11369	10	A
11366	5	A
10036	40	
11232	54	
10022	2	A
10019	15	
11416	56	
10128	13	A
10165	23	
10036	27	
11226	13	A
11201	10	A
10009	12	A
11354	19	
11412		
10014	11	
11354	12	A
10021	10	A
10465	12	A
10013	12	A
11225	3	P
11223	12	A
11234	13	
10003	31	
10012		
10038	34	
11354	26	
10005	20	
11432		
10018	25	
10463	23	
11216	13	A
11238	30	
10306	12	A
	13	A
10002	11	A
10007	58	
11423	10	A
10004	22	
10454	32	
11237	12	
10040	11	A
10009	28	
10475	13	A
10463	16	
10036	26	
10002	2	
11237		
11103	24	
11432	12	
11418	29	
11222		
11372	15	B
11220	22	
10031	7	C
11229	9	A
10310	34	
10452	10	A
10011	11	A
11101	13	A
11216	19	
11361	18	
10036	46	
11355	26	
11238	13	A
11217	15	
10453		
11205	7	
10001	14	B
11215	10	A
11236	19	
10461	30	
11222	9	A
11423	19	
10022	32	
11217	28	
11217	11	
10020	10	A
	12	A
10025	29	
10012	26	
11201	17	
10012	21	
10001	9	A
11217	2	A
10018	10	A
11372	24	
10462	10	A
10025	5	A
10003	21	
11105	26	
	13	A
11417	13	A
11211	5	A
10014	13	A
11216	4	
10021	26	
10007	13	A
11420	11	A
10456	48	C
10458	8	A
11219	23	B
11238	8	A
10007	12	A
10467	44	
11232	2	A
11101	50	
11385	7	A
11231	12	A
10014	9	A
	17	
11378	7	A
11421	59	
10003	14	
10003	13	A
11206	12	A
10022	76	
10002	14	
11224	10	A
10024	22	
11355	22	B
	12	A
11218	10	A
10065	24	
11205	20	
10019	35	
10011	12	A
11101	10	
10017	11	A
11203	16	
10018	7	A
10018	13	
10002		
11206	12	A
10032	36	
10452	37	
10007		
10458	11	A
11225		
10028	12	A
10016	5	A
10460	29	
10012	20	
11215	36	
10011	4	A
10014	10	A
10011	18	
11228	4	A
11372	7	A
10472	31	
10305	26	
10003	13	A
11377	13	A
11432	10	A
11206	18	
10024	7	A
11222	40	
10475	24	
11103	7	
10036	12	A
10022	21	
10472	10	A
11201	24	
11368	12	A
		
10036	10	A
11101	4	A
10019	17	
11356	9	A
11430	11	A
11372	61	
10460	5	A
10003	24	
11103		
10036		
10075	20	
10453	14	
11693	50	
11358	10	A
11433	18	
11418	21	
11361	9	A
11368	12	A
10004	23	
10019	27	
11358	21	
10005	27	
11203	2	
10012	11	A
10014	10	A
10035	41	C
11215	22	
10301	54	
10310	25	
11101	7	A
11222	12	A
10464	10	A
11206	10	A
10305	73	
10003	12	A
10459	2	A
10030	11	
11373	12	A
11218	13	A
10467	17	B
11229	6	A
11215	16	
10312	49	
10002	11	A
10018	18	
11205	8	A
11223	17	
11373	21	
11234	6	A
10014	9	A
10458	3	A
10011	25	
11230	21	
11238	11	A
11413	13	A
10025	8	
11417	12	
10033	28	
10002	14	
10010	17	
11223	11	A
10032	11	A
10018	8	A
11419	10	A
10022		
10029	23	
10022	37	
10309	8	A
10012	25	
11428	13	A
10034	12	A
10472	7	A
10025	42	
10007	4	A
10013	9	A
10028	13	
10037		
10025	33	
11216	9	A
10023	16	
10031	28	
10039	13	A
10013	19	
10020	11	
11374	19	
11230	6	A
10002	33	
10009	13	A
10021	12	A
10451	12	A
11204		
11370	17	
11219	11	A
10314	17	B
10002	10	
10022	9	A
11368		
11105	12	A
11231	14	
	9	A
10458	10	A
11372	20	
11211	18	B
10018	48	
10461	51	
10462	11	A
10461	16	
11358		
11217		
10036	16	B
	78	
11208	7	A
10036	11	A
11225	12	A
10465	22	
10065	12	A
11228	11	A
10304	13	A
11224	27	B
10016	12	
10025	19	
11237		
10309	10	
11226	7	
11201	20	
10023	4	A
10019	12	A
11354		
11358	38	
11415		
11101	47	
11207	8	A
10022	44	
11368	7	A
10028	7	A
10019	17	
10001	24	
11223	15	
11226	17	
11217		
11428		
11103	15	B
11354	31	
11361	20	B
11201	12	A
11419		
11212	14	
11214	15	B
11237	57	
11369	10	A
10454	11	A
10021	15	B
11220	54	
11203	9	A
11369	7	A
10017	17	
11205	19	
10013	25	
10018	13	A
10013	19	B
11237	18	
11206	19	
10038	74	
10006	42	
10019	32	
10031	11	A
11225	12	A
11237	5	A
11203	18	
10025	10	A
10009	14	
10128	23	
10013	86	
11372	43	C
10021	9	A
11201	11	A
11237	51	
11209	10	A
11420	7	A
11372	28	
11385	36	
10451	20	
11205	18	B
10305		
10029	13	A
10037	22	B
10303	7	A
10314	48	
10010	7	A
11231	32	
10001	13	A
11218	61	
11217	21	
10001	11	A
11217	12	A
10314	2	A
11206	13	A
10010	12	A
10009		
10463	5	A
10013	10	A
11205	46	C
11232	18	B
10019	26	
11238	8	A
11207	51	
11354	29	
10011		
11103	4	A
11373	9	A
10006	33	
11435	16	
10036	11	A
11368	26	B
10003	12	A
10009	33	
10001	23	
11249	25	
11231		
10032	2	A
11378	18	
11232	18	
11226	34	
11428	12	
10002	9	A
10019	9	A
10472	13	
11355	27	
10458	21	
11203	18	
10025	13	A
11230	21	
11104	13	A
11216		
11234	40	
11234	30	
10004	30	
10027	8	A
10036	4	A
10003	19	
10019	24	B
11215	9	A
	7	A
11206	93	
11219	25	
11354	34	
11236	25	Z
11217	12	A
11225	10	A
10001	10	A
10467	14	B
10027	24	B
	10	A
11358	13	
11249	9	A
10065	17	B
10065	24	
10451	7	A
10016	11	A
10014	34	
11225	11	A
11368	63	
11226	11	A
10016	28	
11372	30	C
