ZIP,Total_Population,Female.per,under5,14-May,15-24,25-34,35-44,45-54,55-64,65above,Median
12853,1347,0.502598367,0.04,0.085,0.105,0.09,0.077,0.107,0.184,0.312,54.3
12855,198,0.474747475,0.025,0.03,0.091,0.106,0.081,0.167,0.262,0.238,54.5
12856,131,0.786259542,0,0,0.084,0.466,0,0.252,0.114,0.084,27.1
12857,608,0.480263158,0.025,0.209,0.079,0.041,0.156,0.107,0.134,0.249,44.6
12858,66,0.46969697,0,0,0,0,0,0,0.228,0.772,75.8
12859,2212,0.514466546,0.095,0.089,0.097,0.107,0.236,0.137,0.108,0.131,38.5
12860,578,0.451557093,0.069,0.087,0.199,0.15,0.126,0.104,0.056,0.209,31.9
12861,771,0.485084306,0.022,0.121,0.108,0.049,0.086,0.199,0.17,0.245,50.7
12862,5,0,0,0,0,0,0,0,0,1,-
12863,554,0.377256318,0.054,0.095,0.056,0.099,0.247,0.096,0.16,0.193,40.6
12864,18,0.277777778,0,0,0,0,0,0.278,0,0.722,-
12865,3769,0.485274609,0.06,0.112,0.114,0.108,0.097,0.184,0.149,0.176,46.2
12866,38422,0.509083338,0.046,0.093,0.156,0.135,0.102,0.145,0.136,0.187,42.4
12870,1044,0.497126437,0.051,0.095,0.225,0.034,0.123,0.122,0.111,0.239,42.2
12871,4249,0.516827489,0.069,0.149,0.146,0.098,0.143,0.148,0.103,0.144,39.7
12872,44,0.704545455,0,0,0.227,0,0,0.318,0.227,0.228,49.8
12873,716,0.453910615,0.035,0.063,0.127,0.063,0.082,0.186,0.18,0.264,51.8
12874,159,0.503144654,0,0.019,0,0,0,0.094,0.308,0.579,68.5
12878,716,0.473463687,0.014,0.116,0.035,0.112,0.117,0.145,0.209,0.252,53.2
12883,4971,0.51901026,0.066,0.108,0.122,0.093,0.089,0.155,0.171,0.196,46.8
12884,373,0.428954424,0.029,0.158,0.142,0.147,0.086,0.15,0.201,0.087,36.7
12885,4531,0.476715957,0.054,0.111,0.076,0.136,0.106,0.173,0.148,0.196,46.5
12886,216,0.574074074,0.12,0,0.111,0.125,0.065,0.217,0.32,0.042,45.9
12887,4788,0.505430242,0.051,0.122,0.116,0.136,0.12,0.146,0.146,0.163,41.3
12901,33544,0.504561173,0.044,0.089,0.245,0.118,0.107,0.116,0.134,0.147,35.5
12903,1019,0.603532875,0.019,0.119,0.081,0.084,0.113,0.127,0.159,0.298,53.4
12910,2181,0.375057313,0.036,0.121,0.154,0.132,0.187,0.166,0.099,0.105,38
12911,27,0.222222222,0,0,0.296,0.222,0,0.222,0,0.26,25.9
12912,2280,0.547368421,0.047,0.161,0.104,0.137,0.114,0.131,0.119,0.187,39.5
12913,1219,0.50369155,0.057,0.151,0.049,0.105,0.141,0.15,0.165,0.182,44.9
12914,1109,0.496844004,0.105,0.173,0.138,0.148,0.139,0.101,0.075,0.121,31.5
12916,2206,0.528558477,0.072,0.113,0.111,0.101,0.097,0.197,0.175,0.134,45.5
12917,1190,0.485714286,0.046,0.102,0.125,0.099,0.099,0.2,0.17,0.159,47.3
12918,2252,0.50044405,0.1,0.085,0.184,0.092,0.053,0.246,0.057,0.183,43.5
12919,3046,0.523637557,0.037,0.151,0.131,0.126,0.082,0.194,0.156,0.123,41.7
12920,2631,0.442797415,0.04,0.108,0.116,0.149,0.119,0.163,0.138,0.167,43.4
12921,2555,0.534637965,0.039,0.129,0.145,0.093,0.112,0.191,0.149,0.142,43.6
12922,42,0.452380952,0.048,0,0.048,0.238,0.048,0.095,0.238,0.285,56.2
12923,595,0.455462185,0.029,0.093,0.15,0.077,0.088,0.21,0.129,0.224,47.9
12924,106,0.433962264,0,0.113,0.189,0.189,0.085,0.34,0,0.084,35.1
12926,2024,0.44812253,0.037,0.097,0.123,0.123,0.124,0.178,0.139,0.179,44.8
12927,214,0.448598131,0.019,0.042,0,0.023,0.079,0.084,0.379,0.374,61.5
12928,1859,0.493275955,0.022,0.105,0.137,0.056,0.155,0.135,0.157,0.233,48.9
12929,3999,0.104776194,0.006,0.032,0.114,0.286,0.236,0.192,0.093,0.041,37.5
12930,774,0.465116279,0.065,0.159,0.136,0.119,0.114,0.127,0.138,0.142,38.6
12932,1327,0.502637528,0.032,0.093,0.089,0.101,0.079,0.183,0.203,0.22,52.1
12933,21,0.571428571,0,0.429,0,0,0.429,0.143,0,-0.001,35.5
12934,1030,0.504854369,0.061,0.15,0.113,0.107,0.138,0.123,0.127,0.181,38.8
12935,1373,0.544792425,0.046,0.113,0.154,0.069,0.122,0.156,0.176,0.164,44.7
12936,568,0.521126761,0.035,0.14,0.126,0.093,0.09,0.122,0.222,0.172,45.9
12937,1688,0.508886256,0.046,0.138,0.129,0.12,0.11,0.171,0.148,0.138,41.1
12939,248,0.383064516,0.032,0.08,0.218,0.153,0.112,0.121,0.246,0.038,36.7
12941,1538,0.473342003,0.066,0.102,0.152,0.062,0.149,0.124,0.164,0.181,43.9
12942,872,0.512614679,0.025,0.09,0.092,0.108,0.115,0.146,0.13,0.294,50.7
12943,230,0.669565217,0.117,0.056,0.022,0.078,0.269,0.092,0.192,0.174,40.9
12944,4417,0.478831786,0.038,0.152,0.109,0.106,0.088,0.188,0.142,0.177,45.6
12945,532,0.586466165,0.004,0.127,0.043,0.015,0.158,0.062,0.16,0.431,62.8
12946,5159,0.510951735,0.028,0.105,0.134,0.134,0.114,0.158,0.123,0.204,43
12950,801,0.428214732,0.036,0.1,0.098,0.089,0.167,0.193,0.109,0.208,46.3
12952,578,0.503460208,0.118,0.099,0.083,0.222,0.041,0.109,0.168,0.16,33.1
12953,15517,0.378036992,0.045,0.093,0.135,0.195,0.156,0.151,0.114,0.111,37.3
12955,426,0.497652582,0.063,0.125,0.108,0.117,0.123,0.18,0.148,0.136,42.7
12956,1228,0.476384365,0.057,0.023,0.181,0.244,0.074,0.125,0.162,0.134,32.9
12957,1755,0.50997151,0.034,0.094,0.14,0.104,0.192,0.111,0.099,0.226,42.9
12958,2071,0.519072912,0.054,0.119,0.142,0.089,0.135,0.162,0.202,0.097,40.3
12959,1324,0.480362538,0.01,0.106,0.077,0.174,0.026,0.3,0.16,0.147,48.9
12960,1335,0.435205993,0.094,0.073,0.146,0.061,0.186,0.149,0.136,0.155,38.8
12961,361,0.32132964,0,0.055,0.194,0.05,0,0.205,0.31,0.186,53.9
12962,5553,0.530884207,0.065,0.106,0.1,0.119,0.105,0.163,0.156,0.186,45.5
12964,190,0.431578947,0.074,0.247,0.016,0.053,0.237,0.058,0.127,0.188,36
12965,560,0.432142857,0.082,0.143,0.177,0.073,0.118,0.143,0.141,0.123,38.2
12966,3164,0.482616941,0.08,0.143,0.121,0.163,0.102,0.143,0.126,0.122,34.7
12967,1178,0.475382003,0.081,0.198,0.116,0.098,0.153,0.114,0.14,0.1,36.1
12969,429,0.498834499,0.035,0.131,0.081,0.067,0.126,0.096,0.17,0.294,49.9
12970,952,0.353991597,0.009,0.017,0.722,0.081,0.021,0.02,0.051,0.079,20.6
12972,5702,0.468782883,0.068,0.115,0.09,0.124,0.121,0.145,0.155,0.182,43.3
12973,191,0.460732984,0.115,0.073,0.115,0.079,0.068,0.219,0.131,0.2,45.6
12974,1444,0.50900277,0.078,0.108,0.049,0.141,0.078,0.115,0.187,0.244,48.5
12975,290,0.420689655,0.017,0.065,0.114,0.176,0.107,0.238,0.211,0.072,48.2
12976,184,0.532608696,0.011,0.033,0.207,0.147,0.033,0.195,0.195,0.179,51.3
12977,1750,0.022285714,0,0,0.079,0.396,0.321,0.133,0.02,0.051,35.3
12978,375,0.584,0.112,0.123,0.176,0.139,0,0.072,0.128,0.25,33.6
12979,2187,0.538180155,0.034,0.093,0.131,0.12,0.121,0.147,0.139,0.215,45.1
12980,1309,0.452253629,0.046,0.108,0.13,0.07,0.073,0.156,0.188,0.229,51.2
12981,2366,0.528317836,0.056,0.122,0.11,0.127,0.165,0.167,0.116,0.137,39.3
12983,7520,0.500664894,0.036,0.107,0.123,0.108,0.095,0.16,0.162,0.209,48.5
12985,1278,0.51486698,0.056,0.135,0.164,0.091,0.093,0.202,0.152,0.107,38.6
12986,6157,0.498619458,0.056,0.116,0.122,0.131,0.117,0.13,0.164,0.164,40.4
12987,243,0.679012346,0.016,0.095,0.058,0.103,0.058,0.201,0.079,0.39,51.7
12989,953,0.487932844,0.033,0.093,0.099,0.095,0.102,0.196,0.17,0.212,50.6
12992,4831,0.525978058,0.066,0.104,0.136,0.106,0.156,0.144,0.144,0.144,40.7
12993,1508,0.478116711,0.033,0.102,0.063,0.083,0.082,0.155,0.189,0.293,54
12996,2030,0.495566502,0.023,0.062,0.082,0.06,0.146,0.139,0.192,0.296,54
12997,1336,0.485778443,0.042,0.11,0.134,0.076,0.144,0.202,0.14,0.152,44.6
12998,371,0.447439353,0.024,0.086,0.173,0.113,0.046,0.222,0.181,0.155,45.5
13020,60,0.333333333,0,0.05,0.15,0,0.217,0.283,0.167,0.133,45.5
13021,38756,0.5115595,0.055,0.111,0.127,0.127,0.108,0.134,0.151,0.187,42.5
13024,1707,0,0,0,0.11,0.282,0.271,0.22,0.102,0.015,38.1
13026,1800,0.487222222,0.032,0.085,0.294,0.101,0.079,0.11,0.141,0.158,34.3
13027,32208,0.503229011,0.057,0.12,0.104,0.117,0.117,0.157,0.153,0.175,43.7
13028,1610,0.459006211,0.037,0.149,0.2,0.1,0.075,0.179,0.106,0.154,37.7
13029,7379,0.486922347,0.096,0.11,0.143,0.107,0.137,0.157,0.135,0.115,38.3
13030,3830,0.442819843,0.051,0.136,0.075,0.167,0.09,0.171,0.169,0.141,41.8
13031,15710,0.511712285,0.047,0.12,0.114,0.123,0.111,0.163,0.135,0.187,43.7
13032,12329,0.512206992,0.047,0.116,0.127,0.102,0.115,0.166,0.161,0.166,44.6
13033,3747,0.493461436,0.066,0.156,0.117,0.108,0.106,0.164,0.139,0.144,39.6
13034,1925,0.50961039,0.046,0.111,0.115,0.061,0.157,0.169,0.143,0.198,45.4
13035,8621,0.51722538,0.028,0.101,0.212,0.057,0.086,0.156,0.176,0.184,46.4
13036,8869,0.505242981,0.068,0.12,0.097,0.147,0.105,0.142,0.17,0.151,41.5
13037,8948,0.50279392,0.051,0.144,0.111,0.112,0.111,0.174,0.127,0.17,42
13039,17707,0.518100186,0.055,0.144,0.117,0.116,0.136,0.173,0.135,0.124,40.4
13040,2624,0.489710366,0.055,0.133,0.115,0.115,0.123,0.148,0.15,0.161,41.9
13041,11610,0.516106804,0.067,0.149,0.109,0.124,0.156,0.185,0.117,0.093,37.8
13042,2643,0.489973515,0.078,0.161,0.147,0.13,0.14,0.145,0.105,0.094,32.7
13044,2172,0.525782689,0.036,0.11,0.089,0.128,0.122,0.175,0.204,0.136,45.7
13045,29609,0.522712689,0.04,0.102,0.263,0.118,0.098,0.115,0.114,0.15,33.4
13051,149,0.583892617,0,0.537,0,0,0.275,0.094,0.047,0.047,13.9
13052,1514,0.5,0.05,0.125,0.126,0.077,0.094,0.142,0.171,0.215,48.1
13053,4538,0.545614808,0.059,0.111,0.135,0.118,0.113,0.134,0.181,0.149,42.6
13054,1866,0.523043944,0.009,0.235,0.082,0.049,0.152,0.121,0.202,0.15,41.9
13057,14422,0.533282485,0.037,0.12,0.106,0.106,0.106,0.176,0.159,0.19,46.5
13060,2939,0.507995917,0.038,0.128,0.135,0.095,0.106,0.171,0.143,0.184,44.9
13061,1101,0.423251589,0.057,0.086,0.083,0.173,0.079,0.161,0.168,0.193,47
13062,234,0.55982906,0.043,0.312,0.252,0.047,0.235,0.043,0.043,0.025,18.5
13063,2038,0.457311089,0.047,0.103,0.191,0.156,0.091,0.168,0.107,0.137,35.7
13064,39,0.487179487,0,0,0,0.051,0,0.179,0.154,0.616,65.3
13066,12280,0.529967427,0.037,0.14,0.103,0.072,0.12,0.144,0.176,0.208,47.4
13068,5833,0.494942568,0.055,0.116,0.157,0.149,0.086,0.196,0.122,0.119,37.4
13069,24927,0.498816544,0.053,0.137,0.121,0.133,0.118,0.152,0.133,0.153,39.1
13071,865,0.505202312,0.074,0.091,0.1,0.177,0.052,0.159,0.167,0.18,45.6
13072,619,0.447495961,0.047,0.069,0.115,0.119,0.072,0.2,0.197,0.181,50.1
13073,6337,0.479722266,0.035,0.115,0.151,0.126,0.093,0.152,0.162,0.166,42.7
13074,4329,0.516054516,0.043,0.112,0.143,0.104,0.125,0.196,0.154,0.123,41.9
13076,2343,0.460093897,0.009,0.105,0.162,0.046,0.179,0.218,0.133,0.148,45
13077,6961,0.505099842,0.061,0.145,0.116,0.091,0.135,0.14,0.15,0.162,41
13078,10149,0.498866883,0.058,0.111,0.107,0.1,0.115,0.168,0.149,0.192,45.8
13080,3618,0.496959646,0.045,0.105,0.146,0.098,0.128,0.158,0.177,0.143,43.9
13081,992,0.495967742,0.043,0.099,0.089,0.078,0.103,0.183,0.224,0.181,50.7
13082,4826,0.528802321,0.06,0.126,0.088,0.144,0.102,0.136,0.161,0.183,43.4
13083,1704,0.511150235,0.05,0.152,0.107,0.14,0.101,0.18,0.124,0.146,39.1
13084,3945,0.487198986,0.053,0.112,0.141,0.114,0.09,0.178,0.155,0.157,43.7
13087,152,0.473684211,0,0.059,0.085,0,0,0.112,0.309,0.435,58.9
13088,22317,0.520992965,0.05,0.097,0.1,0.132,0.117,0.15,0.134,0.22,45.3
13090,30250,0.504429752,0.053,0.136,0.116,0.155,0.13,0.15,0.127,0.133,37.8
13092,2705,0.496857671,0.054,0.123,0.132,0.134,0.119,0.126,0.189,0.123,41.3
13101,2263,0.497569598,0.058,0.105,0.116,0.122,0.147,0.172,0.121,0.159,40.6
13102,28,0.285714286,0,0,0,0.357,0,0,0,0.643,80.5
13103,367,0.542234332,0.027,0.095,0.093,0.03,0.436,0.057,0.204,0.058,41.4
13104,15773,0.507069042,0.045,0.171,0.106,0.074,0.131,0.17,0.153,0.15,43.2
13108,6125,0.492897959,0.045,0.135,0.127,0.095,0.099,0.154,0.183,0.162,45.3
13110,2290,0.488646288,0.054,0.091,0.096,0.09,0.09,0.179,0.212,0.188,49.8
13111,1543,0.474400518,0.046,0.162,0.068,0.103,0.085,0.228,0.18,0.128,48.7
13112,2003,0.512231653,0.077,0.131,0.13,0.076,0.086,0.149,0.182,0.169,44.9
13113,297,0.521885522,0.094,0.175,0.105,0.145,0.141,0.142,0.134,0.064,33.5
13114,6815,0.481144534,0.055,0.142,0.151,0.13,0.102,0.166,0.137,0.117,37.4
13115,119,0.294117647,0,0.101,0.076,0.176,0.193,0.068,0.101,0.285,40.5
13116,3521,0.567168418,0.088,0.168,0.071,0.173,0.117,0.089,0.127,0.167,35
13117,274,0.565693431,0.08,0.073,0.204,0.062,0.12,0.091,0.314,0.056,42.3
13118,6156,0.433723197,0.045,0.119,0.128,0.127,0.135,0.172,0.128,0.146,41.8
13120,2167,0.491001384,0.056,0.097,0.144,0.132,0.112,0.188,0.122,0.149,40.4
13122,1446,0.565006916,0.039,0.265,0.135,0.065,0.138,0.162,0.112,0.084,33.8
13123,527,0.599620493,0.254,0.08,0.093,0.209,0,0.123,0.159,0.082,27.6
13124,64,0.375,0,0.031,0.219,0.14,0.047,0.266,0.266,0.031,47.5
13126,36566,0.501422086,0.051,0.104,0.239,0.111,0.103,0.135,0.122,0.135,34.5
13131,3830,0.49921671,0.062,0.141,0.107,0.105,0.145,0.164,0.154,0.122,41.2
13132,3370,0.502670623,0.051,0.066,0.143,0.07,0.073,0.254,0.167,0.176,47.9
13134,199,0.603015075,0.101,0.055,0.135,0.166,0.065,0.251,0.181,0.046,41.8
13135,6655,0.497520661,0.082,0.112,0.117,0.129,0.099,0.168,0.16,0.133,41.6
13136,414,0.45410628,0.01,0.189,0.082,0.065,0.162,0.166,0.133,0.193,44.3
13140,4536,0.517416226,0.055,0.114,0.142,0.108,0.13,0.165,0.14,0.146,42.1
13141,604,0.504966887,0.118,0.135,0.13,0.114,0.069,0.162,0.151,0.121,35.1
13142,5996,0.51084056,0.074,0.151,0.097,0.105,0.111,0.139,0.162,0.161,41.5
13143,2869,0.43882886,0.034,0.144,0.096,0.111,0.134,0.213,0.15,0.118,43.2
13144,1904,0.473214286,0.106,0.12,0.127,0.119,0.101,0.135,0.155,0.137,37
13145,2047,0.506106497,0.049,0.143,0.095,0.136,0.155,0.122,0.119,0.181,42.1
13146,2077,0.490611459,0.039,0.127,0.117,0.076,0.108,0.181,0.149,0.203,46.6
13147,1328,0.460090361,0.051,0.1,0.141,0.118,0.131,0.161,0.159,0.139,41.6
13148,10532,0.507216103,0.052,0.119,0.115,0.126,0.111,0.152,0.142,0.183,43.2
13152,8290,0.505066345,0.027,0.124,0.105,0.07,0.094,0.162,0.177,0.241,50.7
13153,329,0.522796353,0.046,0,0.066,0.076,0.067,0.362,0.18,0.203,51.5
13155,638,0.448275862,0.017,0.102,0.186,0.058,0.121,0.153,0.101,0.262,45.5
13156,2232,0.44937276,0.064,0.101,0.138,0.069,0.183,0.159,0.102,0.184,41.6
13157,602,0.571428571,0.043,0.055,0.05,0.103,0.02,0.218,0.145,0.366,56.2
13158,1522,0.474375821,0.051,0.125,0.115,0.103,0.077,0.184,0.156,0.189,47.4
13159,5255,0.468506185,0.039,0.13,0.177,0.079,0.09,0.186,0.161,0.138,43.5
13160,1958,0.496424923,0.027,0.122,0.159,0.077,0.12,0.169,0.124,0.202,44.6
13162,441,0.510204082,0,0.082,0.224,0.091,0.141,0.225,0.063,0.174,42.8
13163,417,0.424460432,0.043,0.07,0.211,0.218,0.07,0.122,0.163,0.103,33.6
13164,2404,0.502079867,0.087,0.173,0.069,0.116,0.192,0.159,0.095,0.109,38.4
13165,10881,0.523940814,0.067,0.12,0.141,0.11,0.11,0.141,0.149,0.162,41.8
13166,5534,0.489519335,0.038,0.132,0.137,0.101,0.113,0.177,0.14,0.162,42.8
13167,3024,0.486772487,0.04,0.129,0.188,0.048,0.151,0.172,0.141,0.131,42.2
13202,5840,0.458219178,0.066,0.141,0.182,0.257,0.109,0.118,0.084,0.043,27.6
13203,16564,0.525959913,0.064,0.136,0.142,0.151,0.131,0.107,0.114,0.155,35.4
13204,19503,0.515920628,0.064,0.15,0.139,0.206,0.114,0.126,0.107,0.094,31.5
13205,18377,0.536757904,0.077,0.132,0.137,0.138,0.101,0.118,0.122,0.175,36.6
13206,16142,0.532895552,0.087,0.093,0.113,0.183,0.108,0.137,0.137,0.142,36.7
13207,13153,0.536759675,0.087,0.141,0.125,0.148,0.12,0.119,0.138,0.122,34.9
13208,22553,0.527823349,0.083,0.146,0.133,0.15,0.109,0.133,0.123,0.123,34
13209,13095,0.519129439,0.054,0.089,0.12,0.14,0.11,0.14,0.158,0.189,43.8
13210,27822,0.540830997,0.039,0.049,0.546,0.134,0.05,0.061,0.058,0.063,21.4
13211,6616,0.514510278,0.047,0.139,0.152,0.151,0.131,0.16,0.089,0.131,36.9
13212,20645,0.524872851,0.064,0.113,0.097,0.143,0.112,0.139,0.152,0.18,42
13214,9357,0.505824516,0.069,0.102,0.244,0.102,0.112,0.112,0.121,0.138,33.4
13215,15541,0.528086996,0.043,0.12,0.15,0.086,0.108,0.158,0.158,0.177,44.4
13219,14928,0.531618435,0.048,0.105,0.104,0.117,0.12,0.133,0.145,0.228,45.5
13224,8560,0.512616822,0.043,0.113,0.137,0.14,0.113,0.146,0.145,0.163,40.8
13301,79,0.493670886,0,0.203,0,0,0.089,0.278,0.316,0.114,54.6
13302,1726,0.464078795,0.06,0.126,0.113,0.097,0.133,0.187,0.144,0.14,43
13303,1115,0.495964126,0.039,0.073,0.146,0.081,0.135,0.175,0.198,0.153,47
13304,1679,0.488385944,0.018,0.131,0.113,0.056,0.123,0.195,0.188,0.176,48.9
13305,547,0.433272395,0.055,0.217,0.143,0.137,0.164,0.162,0.027,0.095,31.2
13308,2697,0.485724879,0.032,0.1,0.127,0.064,0.119,0.211,0.139,0.208,48.3
13309,5806,0.485704444,0.045,0.13,0.128,0.093,0.113,0.167,0.144,0.18,44.4
13310,573,0.595113438,0.028,0.082,0.143,0.164,0.129,0.321,0.066,0.067,43.6
13312,421,0.529691211,0.019,0.114,0.1,0.071,0.093,0.119,0.194,0.29,53.4
13313,511,0.532289628,0.047,0.203,0.141,0.18,0.107,0.168,0.036,0.118,32
13314,484,0.495867769,0.014,0.202,0.095,0.07,0.143,0.111,0.124,0.241,44.3
13315,1489,0.511752854,0.073,0.124,0.105,0.092,0.132,0.189,0.134,0.151,43.8
13316,6490,0.497842835,0.04,0.13,0.137,0.091,0.109,0.158,0.181,0.154,44.5
13317,3966,0.527483611,0.072,0.131,0.131,0.148,0.073,0.158,0.142,0.145,40.7
13318,1271,0.496459481,0.046,0.065,0.257,0.063,0.119,0.176,0.127,0.147,41.6
13319,793,0.607818411,0.05,0.135,0.257,0.092,0.064,0.076,0.121,0.205,31.4
13320,2163,0.52196024,0.055,0.109,0.129,0.106,0.088,0.173,0.151,0.189,46.6
13321,1144,0.530594406,0.146,0.149,0.023,0.185,0.11,0.091,0.15,0.146,34.8
13322,797,0.47553325,0.048,0.043,0.132,0.121,0.092,0.158,0.265,0.141,48.1
13323,11151,0.524257914,0.029,0.086,0.232,0.081,0.099,0.132,0.124,0.217,43.1
13324,2093,0.496416627,0.027,0.11,0.122,0.104,0.083,0.198,0.17,0.186,47.2
13325,992,0.484879032,0.037,0.148,0.08,0.112,0.131,0.173,0.161,0.158,44.8
13326,5372,0.506329114,0.041,0.07,0.104,0.124,0.091,0.13,0.187,0.253,52.2
13327,1926,0.508307373,0.086,0.119,0.102,0.152,0.095,0.132,0.142,0.172,39.9
13328,1421,0.463054187,0.087,0.105,0.122,0.123,0.117,0.195,0.123,0.128,40.2
13329,4331,0.498268298,0.079,0.137,0.118,0.129,0.125,0.115,0.126,0.171,37.1
13331,156,0.551282051,0,0,0,0.038,0,0.038,0.25,0.674,68
13332,2752,0.50872093,0.062,0.205,0.1,0.114,0.148,0.107,0.114,0.15,36.1
13333,46,0.565217391,0,0,0.13,0.065,0,0.435,0.065,0.305,50.7
13334,1163,0.387790198,0.057,0.181,0.083,0.047,0.097,0.245,0.19,0.1,47
13335,1570,0.459872611,0.07,0.101,0.142,0.081,0.112,0.19,0.136,0.168,44.2
13337,658,0.483282675,0.036,0.118,0.163,0.037,0.059,0.174,0.156,0.257,51.2
13338,1088,0.489889706,0.006,0.082,0.067,0.09,0.096,0.135,0.264,0.26,55.5
13339,6307,0.485650864,0.069,0.132,0.105,0.096,0.106,0.173,0.15,0.169,44.1
13340,8049,0.516585911,0.04,0.118,0.123,0.121,0.106,0.139,0.153,0.2,44.6
13341,149,0.55704698,0.121,0,0.04,0.04,0.242,0.275,0,0.282,52.5
13342,213,0.460093897,0.023,0.038,0.099,0.164,0,0.207,0.244,0.225,53.6
13343,1936,0.475206612,0.068,0.156,0.102,0.083,0.119,0.119,0.189,0.164,41.5
13345,184,0.456521739,0.043,0.119,0.071,0.043,0.326,0.071,0.152,0.175,40.2
13346,6304,0.508724619,0.035,0.067,0.425,0.079,0.067,0.101,0.1,0.126,23.2
13348,1364,0.459677419,0.045,0.101,0.159,0.096,0.111,0.206,0.163,0.119,43.4
13350,9985,0.511567351,0.043,0.104,0.154,0.085,0.112,0.125,0.157,0.22,45.3
13352,168,0.720238095,0,0.256,0.149,0,0.262,0.125,0.125,0.083,38.7
13353,36,0.222222222,0,0,0.056,0,0,0.361,0.25,0.333,58.5
13354,3467,0.468416498,0.031,0.127,0.125,0.092,0.122,0.205,0.151,0.147,45.4
13355,884,0.492081448,0.054,0.13,0.191,0.165,0.106,0.118,0.112,0.124,34.1
13357,10969,0.514085149,0.063,0.136,0.133,0.117,0.121,0.137,0.129,0.164,38.7
13360,354,0.539548023,0.023,0.141,0.096,0.037,0.178,0.124,0.189,0.212,47.5
13361,880,0.45,0.052,0.146,0.139,0.095,0.145,0.119,0.141,0.163,40.7
13362,197,0.482233503,0,0.05,0.234,0.158,0.198,0.132,0.107,0.121,38.3
13363,2080,0.546634615,0.06,0.094,0.063,0.152,0.089,0.266,0.112,0.164,47.3
13364,94,0.393617021,0,0.117,0.106,0,0.096,0.234,0.16,0.287,54.2
13365,8715,0.496500287,0.061,0.122,0.147,0.107,0.1,0.144,0.155,0.164,42.1
13367,8609,0.502962016,0.059,0.125,0.136,0.114,0.116,0.134,0.142,0.174,42
13368,1259,0.498808578,0.049,0.173,0.076,0.114,0.089,0.13,0.168,0.201,44.5
13402,1676,0.5,0.039,0.09,0.125,0.075,0.084,0.118,0.23,0.239,53.3
13403,7330,0.327012278,0.018,0.064,0.153,0.155,0.154,0.178,0.157,0.121,42.3
13404,183,0.595628415,0.022,0.158,0.093,0.06,0.093,0.208,0.06,0.306,47
13406,730,0.456164384,0.07,0.161,0.084,0.093,0.104,0.176,0.132,0.18,43.6
13407,5155,0.514258002,0.038,0.133,0.11,0.109,0.109,0.161,0.135,0.205,45.1
13408,4096,0.515380859,0.026,0.061,0.461,0.073,0.048,0.083,0.095,0.153,22.5
13409,2447,0.529219452,0.06,0.093,0.155,0.126,0.13,0.172,0.129,0.135,42.1
13410,209,0.516746411,0.01,0.081,0.172,0.072,0.11,0.105,0.187,0.263,50.5
13411,3353,0.513569937,0.027,0.113,0.108,0.088,0.108,0.177,0.134,0.245,48.9
13413,16370,0.540745266,0.043,0.104,0.117,0.112,0.086,0.143,0.149,0.246,47.2
13415,88,0.5,0.045,0.25,0.034,0.262,0.125,0.034,0.114,0.136,29.9
13416,2320,0.509482759,0.074,0.112,0.144,0.105,0.124,0.149,0.136,0.156,41.2
13417,3341,0.589643819,0.053,0.143,0.128,0.106,0.099,0.166,0.068,0.237,41.8
13418,339,0.454277286,0.053,0.115,0.207,0,0.23,0.242,0.082,0.071,40.9
13420,1213,0.590272053,0.003,0.072,0.057,0.109,0.048,0.156,0.272,0.283,56
13421,13602,0.515512425,0.063,0.124,0.124,0.112,0.129,0.132,0.159,0.157,41.3
13424,2421,0.439487815,0.029,0.076,0.121,0.181,0.109,0.139,0.158,0.187,43.7
13425,2306,0.469210755,0.083,0.14,0.124,0.103,0.099,0.164,0.131,0.156,38.3
13428,1889,0.547908947,0.09,0.166,0.09,0.117,0.128,0.129,0.106,0.174,36.6
13431,1874,0.490928495,0.076,0.138,0.106,0.106,0.095,0.178,0.149,0.152,41.9
13433,2003,0.518721917,0.085,0.14,0.147,0.095,0.095,0.183,0.137,0.118,39
13435,270,0.511111111,0.085,0.185,0.092,0.145,0.1,0.118,0.122,0.153,34.8
13436,95,0.189473684,0,0,0.021,0.116,0,0.168,0.21,0.485,64.3
13437,437,0.480549199,0.071,0.101,0.066,0.148,0.11,0.146,0.119,0.239,45.2
13438,3598,0.495553085,0.033,0.117,0.101,0.098,0.111,0.175,0.182,0.183,48.8
13439,3612,0.511074197,0.037,0.123,0.111,0.094,0.104,0.155,0.172,0.204,47.6
13440,42257,0.48505573,0.068,0.105,0.114,0.139,0.12,0.128,0.146,0.18,41.2
13441,55,0.454545455,0,0,0.545,0.164,0,0.291,0,0,18.8
13450,77,0.480519481,0.065,0.065,0.091,0.091,0,0.052,0.104,0.532,65.6
13452,4498,0.497999111,0.069,0.144,0.082,0.141,0.104,0.121,0.167,0.172,40.2
13454,705,0.568794326,0.052,0.085,0.204,0.153,0.143,0.14,0.092,0.131,36.2
13456,4138,0.475592073,0.055,0.097,0.147,0.093,0.136,0.126,0.181,0.165,43.7
13459,2382,0.479429051,0.038,0.134,0.113,0.132,0.13,0.158,0.14,0.155,41.7
13460,4230,0.533806147,0.079,0.118,0.103,0.124,0.093,0.147,0.165,0.171,43.2
13461,3063,0.511589944,0.05,0.122,0.098,0.089,0.112,0.18,0.13,0.219,46.4
13464,1370,0.482481752,0.058,0.102,0.106,0.109,0.12,0.168,0.13,0.207,45.1
